customer_id,age,monthly_income_ksh,employment_years,credit_score,loan_amount_ksh,loan_term_months,existing_loans,late_payments_last_12m,debt_to_income_ratio,savings_ksh,dependents,employment_type,education_level,housing_status,loan_default
CUST10480,37,50627.0,1.9,604.0,260100.0,48,4,4,0.45,57400.0,3,Self-employed,Degree,Rent,1
CUST10481,28,34980.0,7.7,670.0,277400.0,48,1,2,0.4,392500.0,5,Salaried,Degree,Own,1
CUST10482,64,74421.0,9.6,606.0,153900.0,12,1,2,0.53,149600.0,4,Salaried,Diploma,Rent,1
CUST10483,50,47288.0,2.8,642.0,54400.0,24,1,0,0.44,236000.0,2,Salaried,Diploma,Own,1
CUST10484,63,36621.0,9.2,588.0,306300.0,12,2,0,0.38,50500.0,2,Salaried,Secondary,Own,1
CUST10485,63,86703.0,11.2,625.0,81000.0,48,0,0,0.1,43100.0,0,Salaried,Diploma,Rent,1
CUST10486,36,163213.0,5.2,629.0,142300.0,18,1,0,0.19,29100.0,3,Contract,Diploma,Rent,0
CUST10487,24,98205.0,2.4,648.0,93400.0,18,0,1,0.31,169800.0,3,Salaried,Degree,Family,0
CUST10488,41,62206.0,12.7,719.0,323200.0,48,1,1,0.22,115400.0,1,Salaried,Degree,Own,0
CUST10489,54,60974.0,3.7,576.0,271200.0,24,3,0,0.46,99800.0,1,Salaried,Secondary,Own,1
CUST10490,60,61020.0,11.0,681.0,120600.0,12,1,2,0.29,109600.0,2,Business,Diploma,Family,1
CUST10491,55,41326.0,10.7,658.0,314700.0,24,2,1,0.24,94600.0,3,Salaried,Degree,Own,0
CUST10492,33,121052.0,7.4,694.0,488600.0,24,1,0,0.24,62800.0,2,Self-employed,Degree,Own,1
CUST10493,63,63489.0,15.8,,214100.0,24,4,2,0.48,116100.0,1,Salaried,Diploma,Rent,1
CUST10494,47,48290.0,0.0,764.0,116300.0,24,2,1,0.22,40300.0,3,Salaried,Diploma,Family,0
CUST10495,28,48420.0,3.6,713.0,156600.0,36,0,4,0.49,46300.0,3,Contract,Diploma,Rent,1
CUST10496,61,83075.0,10.1,725.0,259900.0,36,0,1,0.29,32500.0,3,Salaried,Degree,Rent,0
CUST10497,62,44965.0,11.1,654.0,165300.0,24,0,2,0.3,37900.0,3,Business,Degree,Family,1
CUST10498,49,41131.0,6.5,669.0,217200.0,24,2,1,0.23,39300.0,3,Business,Degree,Own,1
CUST10499,36,72625.0,13.6,679.0,114700.0,36,1,0,0.32,223700.0,1,Salaried,,rent ,0
CUST10500,63,34684.0,12.0,606.0,356100.0,12,0,1,0.47,51900.0,0,Salaried,Secondary,Family,1
CUST10501,25,66555.0,7.5,595.0,195600.0,18,1,2,0.44,274000.0,4,Self-employed,Degree,Family,1
CUST10502,57,36228.0,9.4,610.0,214200.0,24,1,1,0.42,37500.0,5,Self-employed,Degree,Rent,0
CUST10503,60,138999.0,12.9,767.0,107000.0,18,2,1,0.44,42900.0,1,Salaried,Diploma,Own,0
CUST10504,60,115935.0,12.7,535.0,94900.0,24,1,0,0.62,23000.0,3,Salaried,Postgraduate,Own,1
CUST10505,62,82913.0,6.2,655.0,180600.0,24,1,1,0.52,184200.0,0,Salaried,Secondary,Own,1
CUST10506,30,46675.0,0.4,622.0,127400.0,24,3,0,0.44,125200.0,5,Self-employed,Degree,Rent,0
CUST10507,35,49859.0,2.9,685.0,153700.0,36,0,0,0.32,21900.0,3,Business,Diploma,Rent,0
CUST10508,41,83207.0,13.2,665.0,312300.0,24,1,1,0.53,99800.0,4,Salaried,Degree,Rent,1
CUST10509,54,101519.0,6.2,599.0,87100.0,24,3,0,0.16,42100.0,1, salaried ,Degree,Rent,1
CUST10510,42,45423.0,7.3,656.0,201600.0,12,2,0,0.31,97500.0,3,Salaried,Degree,Rent,0
CUST10511,42,38837.0,12.2,710.0,193100.0,18,1,1,0.22,70100.0,3,Business,Secondary,,0
CUST10512,29,52520.0,6.8,663.0,365200.0,36,1,0,0.46,113400.0,5,Salaried,Degree,Rent,0
CUST10513,46,64501.0,9.8,700.0,191800.0,6,2,0,0.46,226500.0,1,Salaried,Diploma,Own,0
CUST10514,33,42588.0,11.1,675.0,164900.0,12,2,1,0.35,111300.0,4,Salaried,Degree,Rent,1
CUST10515,38,46306.0,9.1,651.0,92700.0,18,3,1,0.32,66800.0,2,Salaried,Diploma,Family,1
CUST10516,21,39770.0,10.0,588.0,201700.0,36,0,0,0.38,284200.0,3,Salaried,Diploma,Own,1
CUST10517,43,48889.0,6.9,717.0,211600.0,12,1,0,0.39,85400.0,3,Business,Degree,Rent,0
CUST10518,53,67330.0,5.1,660.0,329900.0,12,0,1,0.26,53500.0,5,Business,,Own,1
CUST10519,51,114368.0,7.2,716.0,179400.0,24,0,0,0.41,32300.0,1,Business,Diploma,Rent,0
CUST10520,41,66367.0,5.5,597.0,206500.0,18,2,1,0.26,71500.0,1,Business,Secondary,Rent,1
CUST10521,43,43365.0,5.3,559.0,62900.0,18,1,2,0.38,18800.0,2,Salaried,Postgraduate,Rent,1
CUST10522,36,35048.0,0.0,695.0,148600.0,18,1,2,0.18,31200.0,0,Self-employed,,Rent,1
CUST10523,47,47604.0,9.7,716.0,124200.0,12,2,0,0.48,103200.0,0,Salaried,Secondary,Family,0
CUST10524,57,34278.0,4.5,667.0,113200.0,24,0,1,0.33,93600.0,3,Business,Degree,Rent,1
CUST10525,58,90232.0,,632.0,185800.0,18,0,1,0.6,71700.0,3,Business,Secondary,Rent,1
CUST10526,34,93823.0,2.0,649.0,188000.0,24,1,2,0.46,86300.0,0,Salaried,,Own,1
CUST10527,57,57435.0,6.8,625.0,271400.0,48,2,0,0.36,85400.0,2,Salaried,Secondary,Own,0
CUST10528,27,32858.0,4.8,573.0,79500.0,24,2,2,0.55,122800.0,2,Contract,Degree,Rent,1
CUST10529,32,98809.0,6.6,679.0,322900.0,24,1,1,0.37,121300.0,0,Contract,Diploma,Own,1
CUST10530,48,88995.0,5.4,663.0,187700.0,6,1,0,0.35,16300.0,3,Salaried,Postgraduate,Rent,0
CUST10531,23,35603.0,10.9,578.0,116200.0,24,4,0,0.14,72600.0,4,Self-employed,Degree,Own,1
CUST10532,42,75716.0,8.0,610.0,174000.0,18,1,0,0.39,70100.0,5,Self-employed,Diploma,Own,1
CUST10533,41,50046.0,11.0,665.0,84300.0,12,1,1,0.27,38900.0,4,Business,Secondary,Rent,0
CUST10534,-2,82266.0,21.3,624.0,290100.0,36,1,1,0.36,220200.0,3,Business,Degree,Rent,1
CUST10535,40,90719.0,6.3,700.0,227100.0,24,2,0,0.34,195400.0,0,Salaried,Degree,Rent,0
CUST10536,23,,4.6,727.0,309600.0,36,2,1,0.22,21000.0,0,Salaried,Diploma,Family,1
CUST10537,47,,0.0,638.0,300900.0,36,3,2,0.55,446200.0,1,Self-employed,Diploma,Own,1
CUST10538,41,90922.0,2.1,724.0,176800.0,24,0,0,0.34,37500.0,5,Contract,Secondary,Own,0
CUST10539,61,38584.0,5.8,631.0,262400.0,48,0,0,0.54,171900.0,1,Salaried,Secondary,Rent,0
CUST10540,53,82129.0,11.5,607.0,156700.0,12,0,0,0.35,98500.0,1,Business,Degree,Family,0
CUST10541,50,39756.0,10.2,664.0,181800.0,24,1,1,0.39,248200.0,2,Salaried,Diploma,Rent,0
CUST10542,59,50766.0,3.7,694.0,243100.0,24,0,1,0.3,41000.0,5,Self-employed,Degree,Family,0
CUST10543,61,45984.0,4.3,635.0,176400.0,18,1,0,0.44,38900.0,4,Salaried,Secondary,Rent,1
CUST10544,29,70869.0,12.4,680.0,331900.0,36,1,1,0.38,74000.0,2,Salaried,Diploma,Own,1
CUST10545,58,45451.0,9.8,651.0,112100.0,12,2,0,0.44,154700.0,1,Contract,Degree,Own,0
CUST10546,43,134097.0,11.4,623.0,149700.0,12,2,0,0.38,73500.0,0,Salaried,Postgraduate,Rent,0
CUST10547,43,85456.0,5.6,623.0,237300.0,12,2,0,0.19,23500.0,0,Salaried,Postgraduate,Own,1
CUST10548,21,114632.0,2.8,769.0,451200.0,24,4,1,0.36,57200.0,3, salaried ,Diploma,Family,1
CUST10549,41,50725.0,5.2,727.0,257700.0,18,2,0,0.33,247700.0,1,Salaried,Diploma,Own,0
CUST10550,52,85891.0,12.1,675.0,183900.0,12,2,1,0.59,78800.0,3,Business,Diploma,Rent,1
CUST10551,65,50384.0,6.2,709.0,144100.0,24,1,1,0.42,162700.0,2,Salaried,Degree,Rent,0
CUST10552,46,150371.0,12.4,655.0,197900.0,36,1,0,0.41,70500.0,1,Business,Degree,Rent,0
CUST10553,53,63178.0,0.0,597.0,142500.0,48,1,3,0.36,65100.0,4,Self-employed,Degree,Rent,1
CUST10554,29,37405.0,12.9,645.0,152100.0,12,2,1,0.25,136900.0,1,Salaried,Degree,Rent,0
CUST10555,37,48883.0,9.5,-10.0,138800.0,18,3,0,0.5,59000.0,2,Business,Diploma,rent ,1
CUST10556,26,164810.0,18.8,574.0,328700.0,12,2,1,0.44,53700.0,1,Salaried,Degree,Own,1
CUST10557,27,92411.0,3.1,692.0,332400.0,24,1,1,0.29,174700.0,1,Salaried,Degree,Own,0
CUST10558,27,74072.0,4.6,,192800.0,24,2,2,0.3,107700.0,5,Contract,Degree,Family,1
CUST10559,57,55218.0,13.0,606.0,113500.0,18,0,2,0.46,96700.0,5,Business,Degree,Own,1
CUST10560,25,82219.0,2.1,643.0,113900.0,24,1,0,0.27,129900.0,5,Salaried,Diploma,Own,0
CUST10561,53,26068.0,3.7,,407000.0,24,2,1,0.37,259800.0,2,Salaried,Secondary,,0
CUST10562,30,30520.0,,640.0,221400.0,18,0,0,0.23,58700.0,5,Salaried,Secondary,Family,0
CUST10563,37,47377.0,11.6,676.0,61300.0,36,1,2,0.48,151700.0,5,Salaried,,Own,1
CUST10564,60,54765.0,6.9,631.0,168800.0,36,0,2,0.22,55200.0,4,Self-employed,Degree,Rent,1
CUST10565,48,88407.0,16.1,696.0,320700.0,12,0,1,0.55,332700.0,3,Self-employed,Degree,Own,0
CUST10566,42,39654.0,4.1,600.0,66100.0,18,1,1,0.15,91500.0,5,Salaried,Diploma,Rent,0
CUST10567,41,74488.0,4.4,696.0,328400.0,36,1,1,0.16,144400.0,0,Business,Degree,Family,1
CUST10568,52,40821.0,3.6,662.0,90100.0,12,1,0,0.53,103000.0,5,Business,Degree,Rent,0
CUST10569,52,52414.0,0.0,649.0,91500.0,6,1,1,0.46,68000.0,1,Business,Postgraduate,Own,0
CUST10570,56,129959.0,3.4,602.0,384400.0,24,1,0,0.67,319900.0,4,Salaried,Diploma,Own,1
CUST10571,51,70337.0,12.3,705.0,171600.0,24,0,0,0.42,40000.0,5,Contract,Diploma,Own,0
CUST10572,26,45489.0,9.3,666.0,265700.0,24,1,1,0.61,64200.0,4,Business,Diploma,Own,1
CUST10573,41,54096.0,13.3,703.0,220300.0,36,0,0,0.15,542600.0,1,Salaried,Diploma,Own,0
CUST10574,55,82644.0,3.6,647.0,199300.0,24,2,2,0.37,49300.0,3,Salaried,Diploma,Rent,1
CUST10575,34,86075.0,3.5,639.0,354000.0,24,0,0,0.45,24800.0,2,Salaried,Degree,Rent,1
CUST10576,43,88262.0,0.0,634.0,281100.0,36,0,1,0.36,150300.0,0,Contract,Diploma,Rent,1
CUST10577,62,91838.0,7.9,759.0,132300.0,6,0,1,0.24,92000.0,5,Salaried,Secondary,Own,0
CUST10578,44,75305.0,2.2,645.0,323200.0,24,0,1,0.34,154800.0,0,Salaried,Degree,Rent,1
CUST10579,50,28805.0,4.3,666.0,129400.0,12,3,0,0.49,69300.0,2,Salaried,Diploma,Rent,1
CUST10580,30,79448.0,7.8,596.0,110200.0,18,0,1,0.07,48600.0,3,Business,Degree,Rent,1
CUST10581,25,83305.0,14.9,544.0,405900.0,24,1,1,0.42,27200.0,5,Self-employed,Degree,Own,1
CUST10582,62,40961.0,8.8,605.0,153700.0,24,1,3,0.48,63700.0,0,Salaried,Degree,Own,1
CUST10583,50,31263.0,0.0,679.0,83300.0,6,1,1,0.6,120400.0,3,Salaried,Secondary,Rent,1
CUST10584,27,24193.0,8.7,744.0,115800.0,36,2,0,0.37,65700.0,4,Business,Secondary,Own,1
CUST10585,26,48758.0,0.3,638.0,308300.0,24,0,1,0.45,85600.0,4,Business,Degree,Rent,1
CUST10586,28,78869.0,14.6,607.0,135200.0,12,2,0,0.41,51500.0,5,Salaried,Degree,Family,1
CUST10587,46,107187.0,10.5,644.0,129700.0,24,2,0,0.36,26600.0,4,Contract,Secondary,Rent,0
CUST10588,38,63088.0,7.9,628.0,503200.0,24,0,1,0.36,297800.0,3,Business,Diploma,,1
CUST10589,56,67577.0,9.2,661.0,100400.0,24,1,1,0.28,50500.0,4,Salaried,Degree,Own,1
CUST10590,46,38062.0,10.3,687.0,102300.0,18,3,1,0.3,187700.0,5,Salaried,Diploma,Rent,1
CUST10591,56,74626.0,5.1,595.0,208500.0,36,1,1,0.49,24800.0,4,Business,Diploma,Own,0
CUST10592,61,79239.0,10.6,707.0,77200.0,36,2,1,0.4,27300.0,2,Salaried,Degree,Rent,0
CUST10593,24,38385.0,2.8,661.0,177800.0,6,0,1,0.29,62100.0,3,Salaried,,Rent,1
CUST10594,33,80094.0,12.0,654.0,140600.0,6,2,2,0.44,61200.0,0,Business,Diploma,Own,1
CUST10595,44,117220.0,0.0,686.0,212800.0,36,1,1,0.31,98000.0,5,Self-employed,Degree,Rent,0
CUST10596,51,68945.0,,674.0,158000.0,36,0,1,0.68,31900.0,0,Self-employed,Diploma,Rent,0
CUST10597,42,128439.0,7.5,649.0,236200.0,18,2,0,0.53,81600.0,0,Salaried,Postgraduate,Rent,1
CUST10598,60,44562.0,4.1,585.0,90900.0,24,1,0,0.53,147400.0,5,Business,Secondary,Rent,1
CUST10599,38,25356.0,24.4,671.0,173300.0,12,1,0,0.3,277800.0,2,Salaried,Diploma,Rent,0
CUST10600,54,74110.0,11.5,577.0,156800.0,12,0,1,0.3,83800.0,5,Salaried,Degree,Rent,1
CUST10601,43,93877.0,6.5,619.0,331400.0,24,0,0,0.36,82200.0,5,Salaried,Secondary,Rent,0
CUST10602,59,52441.0,5.3,659.0,265000.0,24,1,1,0.38,49900.0,1,Salaried,Degree,Rent,1
CUST10603,57,73778.0,15.0,577.0,133200.0,36,1,0,0.34,47800.0,3,Self-employed,Diploma,Rent,1
CUST10604,21,52158.0,4.4,714.0,99000.0,12,1,1,0.19,171600.0,1,Salaried,Postgraduate,Rent,0
CUST10605,62,169289.0,3.4,617.0,98900.0,18,2,1,0.44,61400.0,4,Salaried,Degree,Own,1
CUST10606,40,119574.0,14.2,640.0,295300.0,36,1,0,0.5,67500.0,5,Self-employed,Secondary,Rent,1
CUST10607,45,77654.0,15.0,633.0,231200.0,36,0,1,0.61,127500.0,2,Business,Diploma,Own,1
CUST10608,26,99727.0,3.4,600.0,247800.0,18,1,0,0.33,294300.0,4,Business,Degree,Rent,0
CUST10609,50,41583.0,16.2,692.0,291900.0,24,0,1,0.17,251800.0,3,Business,Postgraduate,Own,1
CUST10610,40,71672.0,0.1,698.0,89600.0,12,0,0,0.16,120800.0,3,Business,Diploma,Rent,0
CUST10611,29,19684.0,12.3,617.0,91400.0,18,0,0,0.36,62500.0,5,Contract,Secondary,Rent,1
CUST10612,38,35927.0,13.2,602.0,159700.0,24,2,1,0.35,198400.0,4,Business,Secondary,Rent,1
CUST10613,60,47307.0,9.3,656.0,251100.0,12,0,1,0.47,33500.0,2,Salaried,Degree,Family,1
CUST10614,23,15948.0,5.2,637.0,169800.0,12,1,0,0.38,48100.0,0,Salaried,Degree,Family,1
CUST10615,56,,16.6,644.0,153100.0,18,1,0,0.4,57800.0,4,Business,Secondary,Own,1
CUST10616,26,28637.0,2.8,691.0,123700.0,24,1,1,0.34,138700.0,3,Contract,Degree,Rent,1
CUST10617,64,53756.0,6.7,,163300.0,12,1,1,0.58,198100.0,4,Contract,Degree,Own,1
CUST10618,58,79588.0,9.3,608.0,118700.0,36,2,1,0.25,17000.0,1,Salaried,Degree,Own,1
CUST10619,21,87227.0,4.6,685.0,64600.0,24,2,0,0.34,54900.0,0,Salaried,Diploma,Rent,1
CUST10620,39,28280.0,13.2,714.0,176300.0,12,0,0,0.43,115000.0,1,Contract,Postgraduate,rent ,0
CUST10621,58,73266.0,2.6,651.0,87100.0,24,2,0,0.46,53500.0,0,Contract,Degree,Rent,1
CUST10622,48,103628.0,11.5,585.0,252800.0,12,1,0,0.16,21500.0,4,Salaried,Diploma,Rent,1
CUST10623,29,36671.0,8.3,723.0,142600.0,12,0,0,0.36,25400.0,5,Salaried,Degree,Own,1
CUST10624,30,31954.0,6.9,625.0,98700.0,12,3,2,0.12,93500.0,5,Self-employed,Diploma,Family,1
CUST10625,44,163716.0,2.7,588.0,80700.0,24,1,3,0.41,48100.0,3,Salaried,Degree,Family,1
CUST10626,46,80003.0,5.0,675.0,148200.0,18,0,3,0.12,74000.0,4,Salaried,Diploma,Rent,1
CUST10627,28,99652.0,12.0,617.0,179100.0,18,2,1,0.47,68500.0,3,Salaried,Degree,Family,1
CUST10628,25,37767.0,14.8,694.0,334300.0,36,0,1,0.35,45700.0,0,Contract,Degree,Own,1
CUST10629,33,46979.0,9.4,562.0,93600.0,12,2,1,0.4,45200.0,5,Salaried,Diploma,Own,1
CUST10630,42,41434.0,7.1,587.0,287200.0,12,1,1,0.3,35400.0,5,Salaried,Degree,Rent,1
CUST10631,54,34702.0,4.2,551.0,81400.0,12,2,0,0.34,35400.0,0,Salaried,Postgraduate,Rent,0
CUST10632,45,98123.0,0.0,563.0,188400.0,6,2,2,0.35,153000.0,4,Salaried,Diploma,Own,1
CUST10633,43,30481.0,16.2,667.0,289300.0,12,2,0,0.21,65000.0,1,Self-employed,Secondary,Rent,1
CUST10634,61,46336.0,5.4,669.0,62600.0,24,0,2,0.17,57200.0,4,Contract,Degree,Rent,0
CUST10635,41,97882.0,10.7,670.0,100800.0,24,1,0,0.29,60700.0,1,Self-employed,Degree,Own,0
CUST10636,23,62783.0,3.1,706.0,110400.0,48,3,2,0.54,46900.0,3,Self-employed,Degree,Own,1
CUST10637,28,65100.0,6.4,608.0,514100.0,36,1,0,0.22,100000.0,5,Salaried,Diploma,Rent,1
CUST10638,59,29236.0,9.7,616.0,177800.0,12,0,2,0.25,123200.0,3,Salaried,Diploma,Rent,1
CUST10639,59,72807.0,5.7,660.0,231400.0,36,2,0,0.42,10400.0,1,Business,,Rent,0
CUST10640,42,29485.0,11.7,596.0,229500.0,12,0,1,0.47,54600.0,3,Business,Degree,Rent,1
CUST10641,65,47457.0,15.2,619.0,208300.0,18,1,1,0.32,65100.0,0,Business,Secondary,Rent,1
CUST10642,31,79415.0,8.4,642.0,171100.0,24,1,3,0.12,85200.0,4,Salaried,Degree,Own,0
CUST10643,43,103770.0,9.3,633.0,112500.0,36,2,0,0.25,93200.0,4,Contract,Diploma,Rent,1
CUST10644,36,49860.0,8.5,749.0,111500.0,24,0,0,0.54,202800.0,3,Self-employed,Degree,Rent,0
CUST10645,48,48632.0,18.7,645.0,72000.0,36,1,0,0.41,334900.0,2,Salaried,Degree,Own,0
CUST10646,55,83962.0,2.2,613.0,193000.0,48,0,0,0.5,230000.0,4,Salaried,Diploma,Own,1
CUST10647,62,59587.0,8.1,595.0,268600.0,36,1,3,0.42,56900.0,0,Business,Degree,Rent,1
CUST10648,49,95965.0,21.0,755.0,203000.0,12,0,0,0.24,71300.0,2,Contract,Degree,Rent,0
CUST10649,58,37862.0,1.6,600.0,212000.0,12,0,3,0.41,125200.0,2,Salaried,Postgraduate,Rent,1
CUST10650,26,123017.0,11.4,626.0,138100.0,12,2,0,0.33,43800.0,4,Business,Postgraduate,Own,1
CUST10651,34,78391.0,7.2,634.0,68200.0,36,1,1,0.33,336200.0,3,Business,Diploma,Family,1
CUST10652,49,75600.0,3.3,646.0,60600.0,24,4,0,0.49,50800.0,3,Self-employed,Secondary,Rent,0
CUST10653,48,68326.0,11.9,706.0,271800.0,18,2,1,0.43,56500.0,0,Contract,Degree,Own,1
CUST10654,30,85983.0,0.0,541.0,212400.0,12,1,2,0.26,595500.0,2,Salaried,Degree,Rent,1
CUST10655,24,78982.0,0.0,599.0,185700.0,18,0,2,0.2,168600.0,0,Contract,Diploma,Own,1
CUST10656,44,29532.0,13.6,626.0,391900.0,24,1,0,0.28,62000.0,0,Salaried,Diploma,Rent,1
CUST10657,22,85060.0,12.4,544.0,145200.0,6,3,1,0.41,58700.0,4,Salaried,Degree,Rent,1
CUST10658,49,32853.0,1.0,599.0,198000.0,12,0,0,0.27,252500.0,2,Salaried,Diploma,Own,0
CUST10659,45,58913.0,12.8,652.0,312100.0,36,0,1,0.47,187100.0,2,Business,Postgraduate,Rent,1
CUST10660,51,92298.0,5.3,667.0,120800.0,12,3,1,0.42,76700.0,3,SELF-EMPLOYED,Diploma,Family,0
CUST10661,35,100005.0,8.7,681.0,274500.0,36,3,0,0.33,114800.0,3,Contract,Secondary,Rent,1
CUST10662,58,38078.0,8.1,647.0,276400.0,12,2,0,0.29,635900.0,1,Salaried,Diploma,Rent,0
CUST10663,53,55318.0,14.7,616.0,223700.0,48,3,0,0.52,36100.0,0, salaried ,Degree,Rent,1
CUST10664,28,64288.0,11.0,715.0,257400.0,12,2,1,0.46,91400.0,0,Self-employed,Secondary,Family,1
CUST10665,60,32726.0,8.8,726.0,204200.0,6,2,2,0.56,150400.0,2,Salaried,Degree,Own,1
CUST10666,36,50279.0,9.4,490.0,69200.0,36,1,0,0.16,47100.0,0,Self-employed,Secondary,Own,0
CUST10667,58,46425.0,5.9,629.0,84500.0,12,1,4,0.33,112600.0,1,Business,Degree,Family,1
CUST10668,64,117510.0,9.2,633.0,96200.0,12,0,1,0.33,80700.0,4,Contract,Secondary,Rent,1
CUST10669,61,23703.0,15.9,628.0,103700.0,36,6,3,0.37,107300.0,1,Self-employed,Postgraduate,Own,1
CUST10670,54,71513.0,7.4,594.0,71100.0,24,2,1,0.17,23300.0,0,Business,Degree,Own,1
CUST10671,26,41938.0,8.9,590.0,69300.0,6,0,1,0.4,222800.0,0,Salaried,Diploma,Rent,1
CUST10672,59,50644.0,7.0,533.0,118100.0,12,1,2,0.05,257500.0,1,Salaried,Diploma,Rent,1
CUST10673,60,93239.0,5.7,674.0,297400.0,24,3,0,0.42,133900.0,2,Salaried,Diploma,Rent,0
CUST10674,43,61583.0,0.0,737.0,222600.0,36,3,0,0.21,64900.0,4, salaried ,Degree,Rent,0
CUST10675,41,47522.0,3.9,673.0,425500.0,24,1,2,0.33,20500.0,2,Salaried,,Own,0
CUST10676,55,72136.0,11.0,695.0,226200.0,48,2,1,0.31,222800.0,5,Business,Postgraduate,Rent,1
CUST10677,49,37903.0,15.3,665.0,225200.0,18,1,0,0.13,91300.0,2,Salaried,Postgraduate,Rent,0
CUST10678,55,42226.0,2.9,721.0,95500.0,36,0,0,0.36,27300.0,5,Self-employed,Secondary,Rent,1
CUST10679,22,55346.0,10.0,678.0,116800.0,12,0,1,0.23,44200.0,0,Salaried,Degree,Own,1
CUST10680,53,70159.0,6.7,652.0,101300.0,24,0,0,0.28,122100.0,0,Salaried,Degree,Own,0
CUST10681,46,55553.0,4.7,690.0,194000.0,6,1,1,0.41,22600.0,0,Business,Degree,Family,1
CUST10682,64,34026.0,10.9,512.0,77500.0,24,0,0,0.36,26400.0,2,Contract,Secondary,Family,1
CUST10683,52,36697.0,9.1,643.0,128100.0,24,1,1,0.45,28300.0,1,Self-employed,Degree,Own,1
CUST10684,38,70477.0,7.0,755.0,272100.0,12,3,0,0.35,84100.0,2,Self-employed,Diploma,Rent,0
CUST10685,54,38146.0,4.6,748.0,85100.0,6,1,0,0.18,112600.0,0,Salaried,Secondary,Rent,0
CUST10686,50,73515.0,9.2,602.0,76600.0,36,1,1,0.1,150300.0,4,Contract,Degree,Rent,0
CUST10687,64,87808.0,12.2,653.0,93400.0,24,3,0,0.28,183900.0,1,Salaried,Degree,Rent,0
CUST10688,43,35578.0,7.4,665.0,189200.0,24,1,2,0.33,206900.0,3,Salaried,,Own,1
CUST10689,40,33028.0,19.3,515.0,144700.0,18,3,0,0.45,176400.0,0,Salaried,Degree,Rent,1
CUST10690,43,46542.0,10.1,,229600.0,18,2,0,0.24,137400.0,1,Business,Secondary,Rent,1
CUST10691,60,89465.0,,741.0,282600.0,12,0,1,0.53,138100.0,5,Self-employed,Degree,Family,0
CUST10692,28,94073.0,3.6,675.0,193000.0,24,1,0,0.52,182000.0,2,Salaried,Degree,Own,0
CUST10693,34,57918.0,9.8,592.0,137600.0,36,0,1,0.58,98100.0,1,Salaried,Diploma,Own,1
CUST10694,43,62523.0,5.8,587.0,143500.0,48,0,1,0.23,36700.0,3,Contract,Degree,Family,1
CUST10695,34,84607.0,10.8,673.0,71300.0,36,1,0,0.22,28100.0,0,Self-employed,Secondary,Family,1
CUST10696,22,41006.0,5.3,613.0,91900.0,48,0,0,0.48,74100.0,1, salaried ,Diploma,Rent,1
CUST10697,24,42951.0,9.3,709.0,160600.0,24,0,2,0.4,26700.0,0,Business,Degree,Rent,1
CUST10698,44,91171.0,0.0,628.0,95900.0,12,2,1,0.43,19500.0,5,Salaried,Degree,Rent,1
CUST10699,56,42820.0,2.4,594.0,110500.0,36,1,1,0.51,26700.0,0,Contract,Secondary,Own,1
CUST10700,29,,7.4,647.0,227300.0,36,1,0,0.32,28900.0,1,Salaried,Postgraduate,Own,0
CUST10701,36,54876.0,13.0,630.0,134400.0,24,2,2,0.27,66600.0,2,Salaried,Degree,Family,1
CUST10702,52,51972.0,8.7,639.0,151800.0,24,1,0,0.56,65400.0,3,Contract,Degree,Rent,1
CUST10703,52,43943.0,9.6,634.0,223400.0,24,0,0,0.33,52500.0,0,Salaried,Diploma,Rent,0
CUST10704,47,88111.0,8.4,624.0,155800.0,24,1,2,0.41,46600.0,3,Contract,Secondary,Rent,1
CUST10705,35,36194.0,1.2,587.0,167500.0,24,2,3,0.39,13900.0,4,Salaried,Degree,Family,1
CUST10706,24,60553.0,3.7,610.0,93500.0,24,0,1,0.39,70500.0,4,Self-employed,Secondary,Family,1
CUST10707,56,130117.0,16.0,700.0,317800.0,36,1,1,0.19,180900.0,4,Self-employed,Diploma,Own,0
CUST10708,45,113806.0,7.9,722.0,106300.0,12,0,0,0.2,58200.0,3,Salaried,Degree,Own,0
CUST10709,35,91591.0,2.2,691.0,163300.0,24,2,1,0.42,101500.0,0,Self-employed,Diploma,Rent,0
CUST10710,32,113750.0,8.0,543.0,198400.0,12,3,0,0.2,189000.0,2,Contract,Secondary,Own,1
CUST10711,27,92660.0,19.8,583.0,216700.0,24,1,0,0.54,73300.0,1,Business,Secondary,Rent,1
CUST10712,56,58841.0,6.8,749.0,186700.0,36,2,2,0.35,65500.0,1,Salaried,Diploma,Rent,0
CUST10713,44,93563.0,13.4,684.0,134500.0,24,3,2,0.11,41500.0,0,Self-employed,Secondary,Family,0
CUST10714,26,23851.0,2.2,692.0,65800.0,24,1,1,0.55,126700.0,1,Salaried,Degree,Own,0
CUST10715,61,63815.0,12.8,738.0,141500.0,12,0,2,0.19,35400.0,5,Self-employed,Diploma,Rent,1
CUST10716,65,78103.0,8.4,682.0,213200.0,36,2,0,0.31,24000.0,3,Contract,Secondary,Own,0
CUST10717,51,71719.0,13.6,652.0,170600.0,18,0,0,0.29,29300.0,3,Business,Degree,Own,0
CUST10718,41,82502.0,11.4,639.0,197200.0,48,0,0,0.47,137400.0,1,Salaried,Degree,Own,0
CUST10719,31,57450.0,8.6,696.0,112900.0,48,0,1,0.3,57800.0,4,Salaried,Secondary,Rent,1
CUST10720,36,100953.0,11.2,633.0,181800.0,12,2,2,0.26,156900.0,3,Self-employed,Postgraduate,Family,1
